name,category,effectIndex,startsCombo,combosWith
Thousand Arrows,beauty,27,FALSE,
Electrify,clever,27,FALSE,
Foresight,clever,27,FALSE,
Heal Order,clever,27,FALSE,
Hex,clever,27,FALSE,
Luster Purge,clever,27,FALSE,
Pursuit,clever,27,FALSE,
Switcheroo,clever,27,FALSE,
Trick,clever,27,FALSE,
Twin Beam,clever,27,FALSE,
Cross Poison,cool,27,FALSE,
Double Hit,cool,27,FALSE,
Double Kick,cool,27,FALSE,
Dragon Darts,cool,27,FALSE,
Dual Wingbeat,cool,27,FALSE,
Extrasensory,cool,27,FALSE,
Sky Uppercut,cool,27,FALSE,
Surging Strikes,cool,27,FALSE,
Triple Arrows,cool,27,FALSE,
Triple Dive,cool,27,FALSE,
Twineedle,cool,27,FALSE,
Wicked Blow,cool,27,FALSE,
X-Scissor,cool,27,FALSE,
Entrainment,cute,27,TRUE,Circle Throw|Seismic Toss|Sky Drop|Smack Down|Storm Throw|Vital Throw
Nuzzle,cute,27,TRUE,Hex|Infernal Parade|Smelling Salts
Trick-or-Treat,cute,27,FALSE,
Bonemerang,tough,27,FALSE,
Double Iron Bash,tough,27,FALSE,
Dual Chop,tough,27,FALSE,
Camouflage,clever,28,FALSE,
Guard Split,clever,28,FALSE,
Guard Swap,clever,28,FALSE,
Heart Swap,clever,28,FALSE,
Matcha Gotcha,clever,28,FALSE,
Pain Split,clever,28,FALSE,
Parabolic Charge,clever,28,TRUE,Electrify
Power Split,clever,28,FALSE,
Power Swap,clever,28,FALSE,
Strength Sap,clever,28,FALSE,
Oblivion Wing,cool,28,FALSE,
Draining Kiss,cute,28,FALSE,
Frost Breath,beauty,29,FALSE,
Icy Wind,beauty,29,FALSE,
Lovely Kiss,beauty,29,TRUE,Dream Eater|Hex|Infernal Parade|Nightmare|Wake-Up Slap
Perish Song,beauty,29,FALSE,
Powder,clever,29,FALSE,
Roost,clever,29,FALSE,
Shed Tail,clever,29,FALSE,
False Swipe,cool,29,FALSE,
Flip Turn,cool,29,FALSE,
Hold Back,cool,29,FALSE,
Parting Shot,cool,29,FALSE,
Volt Switch,cool,29,FALSE,
Captivate,cute,29,FALSE,
Chilly Reception,cute,29,FALSE,
Fake Tears,cute,29,FALSE,
Slack Off,cute,29,FALSE,
Snore,cute,29,FALSE,
Splash,cute,29,FALSE,
Tearful Look,cute,29,FALSE,
U-turn,cute,29,FALSE,
Snarl,tough,29,FALSE,
Conversion,beauty,30,FALSE,
Conversion 2,beauty,30,FALSE,
Round,beauty,30,FALSE,
Venoshock,beauty,30,FALSE,
Dream Eater,clever,30,FALSE,
Future Sight,clever,30,FALSE,
Gear Up,clever,30,TRUE,Gear Grind
Power Trick,clever,30,FALSE,
Psych Up,clever,30,FALSE,
Recover,clever,30,FALSE,
Reflect Type,clever,30,TRUE,Synchronoise
Synchronoise,clever,30,FALSE,
Dragon Cheer,cool,30,FALSE,
Burning Jealousy,beauty,31,FALSE,
Haze,beauty,31,FALSE,
Acid,clever,31,FALSE,
Apple Acid,clever,31,FALSE,
Core Enforcer,clever,31,FALSE,
Embargo,clever,31,FALSE,
Grav Apple,clever,31,FALSE,
Poison Powder,clever,31,TRUE,Barb Barrage|Hex|Infernal Parade|Venom Drench|Venoshock
Poison Tail,clever,31,FALSE,
Toxic,clever,31,TRUE,Barb Barrage|Hex|Infernal Parade|Venom Drench|Venoshock
Venom Drench,clever,31,FALSE,
Spicy Extract,cool,31,FALSE,
Spirit Break,cool,31,FALSE,
Alluring Voice,cute,31,FALSE,
Bug Bite,cute,31,FALSE,
Chatter,cute,31,FALSE,
Confide,cute,31,FALSE,
Fling,cute,31,FALSE,
Mud-Slap,cute,31,FALSE,
Play Rough,cute,31,FALSE,
Pluck,cute,31,FALSE,
Simple Beam,cute,31,FALSE,
Swagger,cute,31,TRUE,Foul Play
Tickle,cute,31,FALSE,
Constrict,tough,31,FALSE,
Gastro Acid,tough,31,FALSE,
Scary Face,tough,31,FALSE,
Sludge Wave,tough,31,FALSE,
Thousand Waves,tough,31,FALSE,
Flame Burst,beauty,32,FALSE,
Flash,beauty,32,FALSE,
Ice Spinner,beauty,32,FALSE,
Psybeam,beauty,32,FALSE,
Signal Beam,beauty,32,FALSE,
Sparkling Aria,beauty,32,FALSE,
Strange Steam,beauty,32,FALSE,
Water Pulse,beauty,32,FALSE,
Will-O-Wisp,beauty,32,TRUE,Hex|Infernal Parade
Corrosive Gas,clever,32,FALSE,
Poison Gas,clever,32,TRUE,Barb Barrage|Hex|Infernal Parade|Venom Drench|Venoshock
Rock Tomb,clever,32,FALSE,
Screech,clever,32,FALSE,
Supersonic,clever,32,FALSE,
Dizzy Punch,cute,32,FALSE,
Sand Attack,cute,32,FALSE,
Incinerate,tough,32,FALSE,
Rock Climb,tough,32,FALSE,
Fire Spin,beauty,33,FALSE,
Glaciate,beauty,33,FALSE,
Ice Ball,beauty,33,FALSE,
Ion Deluge,beauty,33,FALSE,
Whirlpool,beauty,33,FALSE,
Anchor Shot,clever,33,TRUE,Explosion|Memento|Misty Explosion|Perish Song|Self-Destruct
Fairy Lock,clever,33,FALSE,
Heal Block,clever,33,FALSE,
Imprison,clever,33,FALSE,
Magic Room,clever,33,FALSE,
Rage Powder,clever,33,FALSE,
Sand Tomb,clever,33,FALSE,
Snap Trap,cool,33,FALSE,
Spirit Shackle,cool,33,TRUE,Explosion|Memento|Misty Explosion|Perish Song|Self-Destruct
Thunder Cage,cool,33,FALSE,
Follow Me,cute,33,FALSE,
Infestation,cute,33,FALSE,
Spotlight,cute,33,FALSE,
Bind,tough,33,FALSE,
Clamp,tough,33,FALSE,
Jaw Lock,tough,33,TRUE,Explosion|Memento|Misty Explosion|Perish Song|Self-Destruct
Magma Storm,tough,33,FALSE,
Octolock,tough,33,TRUE,Explosion|Memento|Misty Explosion|Perish Song|Self-Destruct
Sky Drop,tough,33,FALSE,
Wrap,tough,33,FALSE,
Doodle,clever,34,FALSE,
Foul Play,clever,34,FALSE,
Instruct,clever,34,FALSE,
Leech Life,clever,34,FALSE,
Mirror Move,clever,34,FALSE,
Recycle,clever,34,FALSE,
Sketch,clever,34,FALSE,
Skill Swap,clever,34,FALSE,
Snatch,clever,34,FALSE,
Bitter Blade,cool,34,FALSE,
Spectral Thief,cool,34,FALSE,
Copycat,cute,34,FALSE,
Covet,cute,34,TRUE,Bestow|Fling|Present
Mimic,cute,34,FALSE,
Role Play,cute,34,FALSE,
Drain Punch,tough,34,FALSE,
Horn Leech,tough,34,FALSE,
Thief,tough,34,FALSE,
Ally Switch,clever,35,FALSE,
Power Shift,clever,35,FALSE,
Speed Swap,clever,35,FALSE,
Topsy-Turvy,clever,35,FALSE,
Trick Room,clever,35,FALSE,
Wonder Room,clever,35,FALSE,
Court Change,cool,35,FALSE,
Teatime,cute,35,TRUE,Belch|Recycle
